date,signal,price,cash,position,position_value,total_value,daily_pnl
2023-08-14,0.0,4.081655502319336,3.409615594195202,278219,1135594.1121997833,1135597.5218153775,-12451.951665878296
2023-08-15,0.0,4.153264045715332,3.409615594195202,278219,1155516.969534874,1155520.3791504682,19922.857335090637
2023-08-16,0.0,4.153264045715332,3.409615594195202,278219,1155516.969534874,1155520.3791504682,0.0
2023-08-17,0.0,4.117460250854492,3.409615594195202,278219,1145555.673532486,1145559.0831480802,-9961.296002388
2023-08-18,0.0,4.126411437988281,3.409615594195202,278219,1148046.0638656616,1148049.4734812558,2490.390333175659
2023-08-21,0.0,4.081655502319336,3.409615594195202,278219,1135594.1121997833,1135597.5218153775,-12451.951665878296
2023-08-22,1.0,4.135362148284912,3.409615594195202,278219,1150536.32153368,1150539.7311492742,14942.209333896637
2023-08-23,0.0,4.153264045715332,3.409615594195202,278219,1155516.969534874,1155520.3791504682,4980.648001194
2023-08-24,0.0,4.108509063720703,3.409615594195202,278219,1143065.2831993103,1143068.6928149045,-12451.68633556366
2023-08-25,0.0,4.171165943145752,3.409615594195202,278219,1160497.617536068,1160501.0271516622,17432.33433675766
2023-08-28,0.0,4.233822822570801,3.409615594195202,278219,1177929.9518728256,1177933.3614884198,17432.33433675766
2023-08-29,-1.0,4.144312858581543,1151876.9622380908,0,0.0,1151876.9622380908,-26056.399250329006
2023-08-30,0.0,4.108509063720703,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-08-31,0.0,4.135362148284912,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-01,0.0,4.090607166290283,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-04,0.0,4.117460250854492,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-05,0.0,4.108509063720703,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-06,0.0,4.126411437988281,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-07,0.0,4.135362148284912,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-08,0.0,4.108509063720703,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-11,0.0,4.108509063720703,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-12,0.0,4.117460250854492,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-13,0.0,4.135362148284912,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-14,0.0,4.189067840576172,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-15,-1.0,4.144312858581543,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-18,0.0,4.153264045715332,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-19,0.0,4.189067840576172,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-20,0.0,4.198019027709961,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-21,0.0,4.198019027709961,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-22,0.0,4.242773532867432,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-25,0.0,4.233822822570801,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-26,0.0,4.206969738006592,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-27,0.0,4.162215232849121,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-09-28,0.0,4.189067840576172,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-09,0.0,4.180116653442383,1151876.9622380908,0,0.0,1151876.9622380908,0.0
