signal,price,cash,position,position_value,total_value,daily_pnl,returns,cumulative_returns,drawdown
0.0,4.328000068664551,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.2870001792907715,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.310999870300293,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.341000080108643,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.3460001945495605,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.366000175476074,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.323999881744385,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.304999828338623,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.296999931335449,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.308000087738037,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.288000106811523,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.2769999504089355,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.315999984741211,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.322999954223633,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.333000183105469,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.297999858856201,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.394999980926514,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.414999961853027,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.368000030517578,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
0.0,4.376999855041504,1048423.639183466,0,0.0,1048423.639183466,0.0,0.0,0.048423639183465816,-0.02547279364710418
